해역,년도,광역시도,지선,위도,경도,,,,,,,,,,,
동해,2016,경상북도,포항시 북구 오도2리,36.20111111,129.4691667,,,,,,,,,,,
동해,2016,경상북도,경주시 감포읍 연동리,35.92527778,129.6591667,,,,,,,,,,,
동해,2016,경상북도,경주시 감포읍 연동리,35.92055556,129.6597222,,,,,,,,,,,
동해,2016,경상북도,경주시 감포읍 연동리,35.91166667,129.5019444,,,,,,,,,,,
동해,2016,경상북도,경주시 감포읍 연동리,35.83388889,129.7405556,,,,,,,,,,,
동해,2016,경상북도,경주시 감포읍 연동리,36.05111111,129.7572222,,,,,,,,,,,
동해,2016,경상북도,경주시 감포읍 연동리,35.97722222,129.5386111,,,,,,,,,,,
동해,2016,경상북도,경주시 감포읍 연동리,35.98166667,129.5702778,,,,,,,,,,,
동해,2016,경상북도,경주시 감포읍 연동리,35.89194444,129.6375,,,,,,,,,,,
동해,2016,경상북도,포항시 남구 석병2리,36.27888889,129.7575,,,,,,,,,,,
동해,2016,경상북도,포항시 남구 석병2리,36.03694444,129.8341667,,,,,,,,,,,
동해,2016,경상북도,포항시 남구 석병2리,36.05583333,129.5847222,,,,,,,,,,,
동해,2016,경상북도,포항시 남구 석병2리,36.04388889,129.6241667,,,,,,,,,,,
동해,2016,경상북도,울진군 매화면 덕신리,36.89694444,129.4783333,,,,,,,,,,,
동해,2016,경상북도,울진군 매화면 덕신리,36.89694444,129.5008333,,,,,,,,,,,
동해,2016,경상북도,울진군 매화면 덕신리,36.94861111,129.5072222,,,,,,,,,,,
동해,2016,경상북도,울진군 매화면 덕신리,36.95722222,129.6088889,,,,,,,,,,,
동해,2016,경상북도,울진군 매화면 덕신리,36.99277778,129.5119444,,,,,,,,,,,
동해,2016,경상북도,울진군 매화면 덕신리,37.01722222,129.5794444,,,,,,,,,,,
동해,2016,경상북도,포항시 북구 오도1리,36.37,129.4458333,,,,,,,,,,,
동해,2016,경상북도,포항시 북구 오도1리,36.42416667,129.4486111,,,,,,,,,,,
동해,2016,경상북도,포항시 북구 오도1리,36.39555556,129.4883333,,,,,,,,,,,
동해,2016,경상북도,포항시 북구 오도1리,36.34083333,129.4911111,,,,,,,,,,,
동해,2016,경상북도,울진군 기성면 기성리,37.00972222,129.5688889,,,,,,,,,,,
동해,2016,경상북도,울진군 기성면 기성리,36.94055556,129.57,,,,,,,,,,,
동해,2016,경상북도,울진군 기성면 기성리,37.02055556,129.59,,,,,,,,,,,
동해,2016,경상북도,울진군 기성면 기성리,36.95805556,129.6902778,,,,,,,,,,,
동해,2016,경상북도,울진군 기성면 기성리,37.04222222,129.6958333,,,,,,,,,,,
동해,2016,경상북도,울진군 북면 고포리,37.3325,129.6177778,,,,,,,,,,,
동해,2016,경상북도,울진군 북면 고포리,37.2475,129.3747222,,,,,,,,,,,
동해,2016,경상북도,울진군 북면 고포리,37.18277778,129.4325,,,,,,,,,,,
동해,2016,경상북도,울진군 북면 고포리,37.37166667,129.4486111,,,,,,,,,,,
동해,2016,경상북도,울진군 북면 고포리,37.18111111,129.4530556,,,,,,,,,,,
동해,2016,경상북도,울진군 북면 고포리,37.17138889,129.5061111,,,,,,,,,,,
동해,2016,경상북도,울진군 북면 나곡리,37.17138889,129.4633333,,,,,,,,,,,
동해,2016,경상북도,울진군 북면 나곡리,37.18777778,129.3816667,,,,,,,,,,,
동해,2016,경상북도,울진군 북면 나곡리,37.17416667,129.5302778,,,,,,,,,,,
동해,2016,경상북도,울진군 북면 나곡리,37.21527778,129.5763889,,,,,,,,,,,
동해,2016,경상북도,울진군 북면 나곡리,37.1925,129.5066667,,,,,,,,,,,
동해,2016,울산광역시,북구 구유동 판지,35.835,129.4988889,,,,,,,,,,,
동해,2016,울산광역시,북구 구유동 판지,35.86333333,129.5244444,,,,,,,,,,,
동해,2016,울산광역시,북구 구유동 판지,35.75055556,129.5758333,,,,,,,,,,,
동해,2016,울산광역시,북구 구유동 판지,35.86916667,129.5955556,,,,,,,,,,,
동해,2016,울산광역시,북구 구유동 판지,35.80138889,129.6463889,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.33361111,129.4580556,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.35388889,129.4580556,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.30111111,129.3063889,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.3375,129.3288889,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.41305556,129.3433333,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.36833333,129.3661111,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.4125,129.3933333,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.46138889,129.3455556,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.49527778,129.3455556,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.47388889,129.3658333,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.47388889,129.4180556,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.4825,129.2525,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.52083333,129.4408333,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.305,129.4475,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 이천리,35.29333333,129.4630556,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 동백리,35.45583333,129.4241667,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 동백리,35.46083333,129.4383333,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 동백리,35.28972222,129.4808333,,,,,,,,,,,
동해,2016,부산광역시,기장군 일광면 동백리,35.46611111,129.4838889,,,,,,,,,,,
서해,2016,충청남도,보령시 오천면 횡견도,36.34861111,126.2005556,,,,,,,,,,,
서해,2016,충청남도,보령시 오천면 횡견도,36.36194444,126.2469444,,,,,,,,,,,
서해,2016,충청남도,보령시 오천면 횡견도,36.31444444,126.2858333,,,,,,,,,,,
서해,2016,충청남도,보령시 오천면 횡견도,36.27666667,126.1069444,,,,,,,,,,,
서해,2016,충청남도,보령시 오천면 횡견도,36.44083333,126.1105556,,,,,,,,,,,
서해,2016,충청남도,보령시 오천면 횡견도,36.45166667,126.0438889,,,,,,,,,,,
남해,2016,경상남도,통영시 산양면 연대도,34.80944444,128.5780556,,,,,,,,,,,
남해,2016,경상남도,통영시 산양면 연대도,34.78083333,128.5794444,,,,,,,,,,,
남해,2016,경상남도,통영시 산양면 연대도,34.81777778,128.39,,,,,,,,,,,
남해,2016,경상남도,통영시 산양면 연대도,34.82416667,128.5347222,,,,,,,,,,,
남해,2016,경상남도,통영시 산양면 연대도,34.74388889,128.6063889,,,,,,,,,,,
남해,2016,경상남도,통영시 산양면 연대도,34.80583333,128.6155556,,,,,,,,,,,
남해,2016,경상남도,통영시 산양면 연대도,34.87527778,128.6566667,,,,,,,,,,,
남해,2016,경상남도,통영시 산양면 연대도,34.92138889,128.4136111,,,,,,,,,,,
남해,2016,경상남도,통영시 산양면 연대도,34.92833333,128.4186111,,,,,,,,,,,
남해,2016,경상남도,통영시 산양면 연대도,34.82111111,128.4225,,,,,,,,,,,
남해,2016,경상남도,통영시 산양면 연대도,34.7675,128.49,,,,,,,,,,,
남해,2016,경상남도,통영시 산양면 연대도,34.80305556,128.5152778,,,,,,,,,,,
남해,2016,전라남도,완도군 금일읍 충도,34.45527778,127.0525,,,,,,,,,,,
남해,2016,전라남도,완도군 금일읍 충도,34.41777778,127.1063889,,,,,,,,,,,
남해,2016,전라남도,완도군 금일읍 충도,34.4375,127.1263889,,,,,,,,,,,
남해,2016,전라남도,완도군 금일읍 충도,34.60527778,127.1438889,,,,,,,,,,,
남해,2016,전라남도,완도군 금일읍 충도,34.50972222,127.1663889,,,,,,,,,,,
남해,2016,전라남도,완도군 금일읍 충도,34.57333333,127.2183333,,,,,,,,,,,
남해,2016,전라남도,완도군 금일읍 충도,34.62611111,127.2705556,,,,,,,,,,,
남해,2016,전라남도,완도군 금일읍 충도,34.54888889,127.2713889,,,,,,,,,,,
남해,2016,전라남도,완도군 금일읍 충도,34.45333333,127.2938889,,,,,,,,,,,
남해,2016,전라남도,완도군 금일읍 충도,34.54,127.1708333,,,,,,,,,,,
남해,2016,전라남도,완도군 금일읍 충도,34.57555556,127.1741667,,,,,,,,,,,
남해,2016,전라남도,완도군 금일읍 충도,34.38472222,127.18,,,,,,,,,,,
남해,2016,전라남도,완도군 금일읍 충도,34.5525,127.2433333,,,,,,,,,,,
남해,2016,전라남도,완도군 금일읍 충도,34.52722222,127.2477778,,,,,,,,,,,
남해,2016,전라남도,여수시 오천동,35.01055556,127.8547222,,,,,,,,,,,
남해,2016,전라남도,여수시 오천동,34.97,127.8933333,,,,,,,,,,,
남해,2016,전라남도,여수시 오천동,34.81138889,127.8988889,,,,,,,,,,,
남해,2016,전라남도,여수시 오천동,34.80083333,127.7686111,,,,,,,,,,,
남해,2016,전라남도,여수시 오천동,34.82361111,127.9661111,,,,,,,,,,,
남해,2016,전라남도,여수시 오천동,34.82083333,127.9930556,,,,,,,,,,,
남해,2016,전라남도,여수시 오천동,34.99027778,128.0127778,,,,,,,,,,,
남해,2016,전라남도,여수시 오천동,35.04861111,128.0197222,,,,,,,,,,,
제주,2016,제주도,제주시 조천읍 조천리,33.65583333,126.8005556,,,,,,,,,,,
제주,2016,제주도,제주시 조천읍 조천리,33.74222222,126.8063889,,,,,,,,,,,
제주,2016,제주도,제주시 조천읍 조천리,33.65527778,126.6963889,,,,,,,,,,,
제주,2016,제주도,제주시 조천읍 조천리,33.5625,126.7594444,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 하도리,33.55027778,127.0419444,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 하도리,33.53194444,126.8708333,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 하도리,33.65916667,127.0825,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 하도리,33.65777778,126.8730556,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 하도리,33.685,126.8877778,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 하도리,33.54027778,127.0255556,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 하도리,33.70722222,127.1422222,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 하도리,33.50166667,127.1519444,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 하도리,33.52388889,126.9013889,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 하도리,33.72083333,127.0172222,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 하도리,33.535,126.9219444,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 하도리,33.51888889,127.1205556,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 하도리,33.63583333,127.1627778,,,,,,,,,,,
제주,2016,제주도,제주시 애월읍 신엄리,33.70416667,126.5747222,,,,,,,,,,,
제주,2016,제주도,제주시 애월읍 신엄리,33.57666667,126.3808333,,,,,,,,,,,
제주,2016,제주도,제주시 애월읍 신엄리,33.63583333,126.4019444,,,,,,,,,,,
제주,2016,제주도,제주시 애월읍 신엄리,33.51,126.4175,,,,,,,,,,,
제주,2016,제주도,제주시 애월읍 신엄리,33.67888889,126.4969444,,,,,,,,,,,
제주,2016,제주도,제주시 애월읍 신엄리,33.66083333,126.3797222,,,,,,,,,,,
제주,2016,제주도,제주시 애월읍 신엄리,33.68,126.3730556,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 한동리,33.79416667,127.0044444,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 한동리,33.565,126.9563889,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 한동리,33.56722222,127.0180556,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 한동리,33.60388889,126.8652778,,,,,,,,,,,
제주,2016,제주도,제주시 구좌읍 한동리,33.59861111,126.9272222,,,,,,,,,,,
제주,2016,제주도,서귀포시 남원읍 위미1리,33.29472222,126.9058333,,,,,,,,,,,
제주,2016,제주도,서귀포시 남원읍 위미1리,33.40305556,126.6511111,,,,,,,,,,,
제주,2016,제주도,서귀포시 남원읍 위미1리,33.31583333,126.6961111,,,,,,,,,,,
제주,2016,제주도,서귀포시 남원읍 위미1리,33.31861111,126.7855556,,,,,,,,,,,
제주,2016,제주도,서귀포시 남원읍 위미1리,33.35861111,126.8005556,,,,,,,,,,,
제주,2016,제주도,서귀포시 남원읍 위미1리,33.45305556,126.8275,,,,,,,,,,,
제주,2016,제주도,서귀포시 남원읍 위미1리,33.27805556,126.6708333,,,,,,,,,,,
동해,2017,강원도,고성군 거진읍 반암리,38.60083333,128.5544444,,,,,,,,,,,
동해,2017,강원도,고성군 거진읍 반암리,38.44277778,128.4711111,,,,,,,,,,,
동해,2017,강원도,고성군 거진읍 반암리,38.69138889,128.5105556,,,,,,,,,,,
동해,2017,강원도,고성군 거진읍 반암리,38.60083333,128.5105556,,,,,,,,,,,
동해,2017,강원도,양양군 손양면 수산리,38.12027778,128.6680556,,,,,,,,,,,
동해,2017,강원도,양양군 손양면 수산리,38.17333333,128.8475,,,,,,,,,,,
동해,2017,강원도,양양군 손양면 수산리,38.17333333,128.6902778,,,,,,,,,,,
동해,2017,강원도,양양군 손양면 수산리,38.12055556,128.6902778,,,,,,,,,,,
동해,2017,강원도,양양군 손양면 오산리,38.1,128.7763889,,,,,,,,,,,
동해,2017,강원도,양양군 손양면 오산리,38.18527778,128.8938889,,,,,,,,,,,
동해,2017,강원도,양양군 손양면 오산리,38.09027778,128.7605556,,,,,,,,,,,
동해,2017,강원도,양양군 손양면 오산리,38.29972222,128.6680556,,,,,,,,,,,
동해,2017,강원도,양양군 손양면 오산리,38.09027778,128.6680556,,,,,,,,,,,
동해,2017,경상북도,영덕군 남정면 부흥리,36.29027778,129.3680556,,,,,,,,,,,
동해,2017,경상북도,영덕군 남정면 부흥리,36.38277778,129.5058333,,,,,,,,,,,
동해,2017,경상북도,영덕군 남정면 부흥리,36.3,129.5844444,,,,,,,,,,,
동해,2017,경상북도,영덕군 남정면 부흥리,36.29027778,129.3847222,,,,,,,,,,,
동해,2017,경상북도,영덕군 남정면 부흥리,36.3,129.3847222,,,,,,,,,,,
동해,2017,경상북도,포항시 남구 장길리,35.95,129.6991667,,,,,,,,,,,
동해,2017,경상북도,포항시 남구 장길리,36.16138889,129.8033333,,,,,,,,,,,
동해,2017,경상북도,포항시 남구 장길리,35.95916667,129.6580556,,,,,,,,,,,
동해,2017,경상북도,포항시 남구 장길리,36.16027778,129.7077778,,,,,,,,,,,
동해,2017,경상북도,포항시 남구 영암1리,36.10527778,129.6566667,,,,,,,,,,,
동해,2017,경상북도,포항시 남구 영암1리,35.9,129.5413889,,,,,,,,,,,
동해,2017,경상북도,포항시 남구 영암1리,35.92083333,129.5402778,,,,,,,,,,,
동해,2017,경상북도,포항시 남구 영암1리,36.16055556,129.6711111,,,,,,,,,,,
동해,2017,경상북도,경주시 감포읍 나정2리,35.95111111,129.6677778,,,,,,,,,,,
동해,2017,경상북도,경주시 감포읍 나정2리,35.90472222,129.6894444,,,,,,,,,,,
동해,2017,경상북도,경주시 감포읍 나정2리,35.77083333,129.5313889,,,,,,,,,,,
동해,2017,경상북도,경주시 감포읍 나정2리,35.90444444,129.5680556,,,,,,,,,,,
서해,2017,인천광역시,"옹진군 백령면 백령도
(연화리)",38.13777778,124.6283333,,,,,,,,,,,
서해,2017,인천광역시,"옹진군 백령면 백령도
(연화리)",38.15583333,124.7030556,,,,,,,,,,,
서해,2017,인천광역시,"옹진군 백령면 백령도
(연화리)",38.08361111,124.7072222,,,,,,,,,,,
서해,2017,충청남도,"태안군 근흥면 도황리
(1단지)",36.81416667,126.22,,,,,,,,,,,
서해,2017,충청남도,"태안군 근흥면 도황리
(1단지)",36.81361111,126.2191667,,,,,,,,,,,
서해,2017,충청남도,"태안군 근흥면 도황리
(1단지)",36.81166667,126.2211111,,,,,,,,,,,
서해,2017,충청남도,"태안군 근흥면 도황리
(1단지)",36.81222222,126.2219444,,,,,,,,,,,
서해,2017,충청남도,"태안군 근흥면 도황리
(2단지)",36.8175,126.4575,,,,,,,,,,,
서해,2017,충청남도,"태안군 근흥면 도황리
(2단지)",36.81361111,126.4588889,,,,,,,,,,,
서해,2017,충청남도,"태안군 근흥면 도황리
(2단지)",36.69638889,126.46,,,,,,,,,,,
서해,2017,충청남도,"태안군 근흥면 도황리
(2단지)",36.8175,126.4586111,,,,,,,,,,,
서해,2017,충청남도,"태안군 근흥면 도황리
(3단지)",36.82,126.4533333,,,,,,,,,,,
서해,2017,충청남도,"태안군 근흥면 도황리
(3단지)",36.81888889,126.4530556,,,,,,,,,,,
서해,2017,충청남도,"태안군 근흥면 도황리
(3단지)",36.81805556,126.4563889,,,,,,,,,,,
서해,2017,충청남도,"태안군 근흥면 도황리
(3단지)",36.81888889,126.4566667,,,,,,,,,,,
남해,2017,경상남도,거제시 일운면 구조라?망치리,34.80083333,128.6680556,,,,,,,,,,,
남해,2017,경상남도,거제시 일운면 구조라?망치리,34.82083333,128.8063889,,,,,,,,,,,
남해,2017,경상남도,거제시 일운면 구조라?망치리,35.00805556,128.8502778,,,,,,,,,,,
남해,2017,경상남도,거제시 일운면 구조라?망치리,34.80027778,128.6902778,,,,,,,,,,,
남해,2017,경상남도,거제시 일운면 구조라?망치리,34.96305556,128.6902778,,,,,,,,,,,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34.83805556,128.2088889,,,,,,,,,,,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34.90805556,128.2091667,,,,,,,,,,,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34.84416667,128.2463889,,,,,,,,,,,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34.82805556,128.0875,,,,,,,,,,,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34.81027778,128.1269444,,,,,,,,,,,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34.90916667,128.1377778,,,,,,,,,,,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34.95888889,128.1538889,,,,,,,,,,,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34.78527778,128.1561111,,,,,,,,,,,
남해,2017,전라남도,여수시 삼산면 손죽도,34.56083333,127.6105556,,,,,,,,,,,
남해,2017,전라남도,여수시 삼산면 손죽도,34.4225,127.6108333,,,,,,,,,,,
남해,2017,전라남도,여수시 삼산면 손죽도,34.47694444,127.3797222,,,,,,,,,,,
남해,2017,전라남도,여수시 삼산면 손죽도,34.43527778,127.4102778,,,,,,,,,,,
남해,2017,전라남도,여수시 삼산면 손죽도,34.35416667,127.4158333,,,,,,,,,,,
남해,2017,전라남도,여수시 삼산면 손죽도,34.40916667,127.5358333,,,,,,,,,,,
남해,2017,전라남도,여수시 삼산면 손죽도,34.35416667,127.5436111,,,,,,,,,,,
남해,2017,전라남도,여수시 삼산면 손죽도,34.55972222,127.3708333,,,,,,,,,,,
남해,2017,전라남도,여수시 삼산면 손죽도,34.4325,127.5586111,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.50138889,128.0088889,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.72333333,128.0088889,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.61611111,128.015,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.58166667,128.0366667,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.64472222,128.0386111,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.70305556,127.8625,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.50138889,127.8661111,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.56805556,127.8752778,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.49027778,127.8797222,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.70527778,127.8911111,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.6775,127.9080556,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.55222222,127.9552778,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.5,127.9552778,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.74527778,127.9552778,,,,,,,,,,,
남해,2017,전라남도,여수시 남면 안도리,34.48527778,127.9552778,,,,,,,,,,,
제주,2017,제주도,제주시 구좌읍 월정리,33.79,126.9155556,,,,,,,,,,,
제주,2017,제주도,제주시 구좌읍 월정리,33.78,126.9575,,,,,,,,,,,
제주,2017,제주도,제주시 구좌읍 월정리,33.68166667,126.9616667,,,,,,,,,,,
제주,2017,제주도,제주시 구좌읍 월정리,33.57722222,126.7841667,,,,,,,,,,,
제주,2017,제주도,제주시 구좌읍 월정리,33.73083333,126.8713889,,,,,,,,,,,
제주,2017,제주도,제주시 구좌읍 월정리,33.81888889,126.8011111,,,,,,,,,,,
제주,2017,제주도,제주시 구좌읍 월정리,33.82416667,127.0394444,,,,,,,,,,,
제주,2017,제주도,제주시 구좌읍 월정리,33.63944444,127.0522222,,,,,,,,,,,
제주,2017,제주도,제주시 한경면 두모리,33.40388889,126.2116667,,,,,,,,,,,
제주,2017,제주도,제주시 한경면 두모리,33.37666667,126.3291667,,,,,,,,,,,
제주,2017,제주도,제주시 한경면 두모리,33.42138889,126.2911111,,,,,,,,,,,
제주,2017,제주도,제주시 한경면 두모리,33.3825,126.3458333,,,,,,,,,,,
제주,2017,제주도,서귀포시 남원읍 위미2리,33.51361111,126.8436111,,,,,,,,,,,
제주,2017,제주도,서귀포시 남원읍 위미2리,33.49111111,126.8455556,,,,,,,,,,,
제주,2017,제주도,서귀포시 남원읍 위미2리,33.27611111,126.7247222,,,,,,,,,,,
제주,2017,제주도,서귀포시 남원읍 위미2리,33.25222222,126.8905556,,,,,,,,,,,
제주,2017,제주도,서귀포시 남원읍 위미2리,33.26916667,126.8386111,,,,,,,,,,,
제주,2017,제주도,서귀포시 성산읍 성산리,33.54055556,126.9580556,,,,,,,,,,,
제주,2017,제주도,서귀포시 성산읍 성산리,33.58222222,126.9761111,,,,,,,,,,,
제주,2017,제주도,서귀포시 성산읍 성산리,33.58305556,126.9813889,,,,,,,,,,,
제주,2017,제주도,서귀포시 성산읍 성산리,33.72194444,127.0452778,,,,,,,,,,,
제주,2017,제주도,서귀포시 성산읍 성산리,33.46861111,127.0672222,,,,,,,,,,,
제주,2017,제주도,서귀포시 성산읍 성산리,33.50222222,127.1163889,,,,,,,,,,,
제주,2017,제주도,서귀포시 성산읍 성산리,33.46527778,127.1291667,,,,,,,,,,,
제주,2017,제주도,서귀포시 성산읍 성산리,33.47083333,126.9544444,,,,,,,,,,,
제주,2017,제주도,서귀포시 성산읍 성산리,33.56416667,127.1908333,,,,,,,,,,,
제주,2017,제주도,서귀포시 성산읍 시흥리,33.49027778,126.9036111,,,,,,,,,,,
제주,2017,제주도,서귀포시 성산읍 시흥리,33.53111111,127.0155556,,,,,,,,,,,
제주,2017,제주도,서귀포시 성산읍 시흥리,33.5775,127.1338889,,,,,,,,,,,
제주,2017,제주도,서귀포시 성산읍 시흥리,33.68833333,126.9738889,,,,,,,,,,,
동해,2018,강원도,고성군 가진리,38.36805556,128.5208333,,,,,,,,,,,
동해,2018,강원도,고성군 가진리,38.37083333,128.5208333,,,,,,,,,,,
동해,2018,강원도,고성군 가진리,38.37083333,128.5180556,,,,,,,,,,,
동해,2018,강원도,고성군 가진리,38.36805556,128.5180556,,,,,,,,,,,
동해,2018,강원도,고성군 대진리,38.50722222,128.4180556,,,,,,,,,,,
동해,2018,강원도,고성군 대진리,38.52083333,128.4180556,,,,,,,,,,,
동해,2018,강원도,고성군 대진리,38.52083333,128.6597222,,,,,,,,,,,
동해,2018,강원도,고성군 대진리,38.59583333,128.4402778,,,,,,,,,,,
동해,2018,강원도,고성군 대진리,38.55444444,128.4402778,,,,,,,,,,,
동해,2018,강원도,삼척시 덕산리,37.39027778,129.25,,,,,,,,,,,
동해,2018,강원도,삼척시 덕산리,37.36805556,129.25,,,,,,,,,,,
동해,2018,강원도,삼척시 덕산리,37.36805556,129.2708333,,,,,,,,,,,
동해,2018,강원도,삼척시 덕산리,37.39027778,129.2708333,,,,,,,,,,,
동해,2018,강원도,양양군 인구리,37.96805556,128.7708333,,,,,,,,,,,
동해,2018,강원도,양양군 인구리,37.97083333,128.7708333,,,,,,,,,,,
동해,2018,강원도,양양군 인구리,37.97083333,128.7680556,,,,,,,,,,,
동해,2018,강원도,양양군 인구리,37.96805556,128.7680556,,,,,,,,,,,
동해,2018,강원도,양양군 하광정리,38.01805556,128.7180556,,,,,,,,,,,
동해,2018,강원도,양양군 하광정리,38.02083333,128.7180556,,,,,,,,,,,
동해,2018,강원도,양양군 하광정리,38.01805556,128.7402778,,,,,,,,,,,
동해,2018,강원도,양양군 하광정리,38.02083333,128.7402778,,,,,,,,,,,
동해,2018,경상북도,영덕군 금곡리,36.65,129.4208333,,,,,,,,,,,
동해,2018,경상북도,영덕군 금곡리,36.64027778,129.4208333,,,,,,,,,,,
동해,2018,경상북도,영덕군 금곡리,36.64027778,129.4180556,,,,,,,,,,,
동해,2018,경상북도,영덕군 금곡리,36.65,129.4180556,,,,,,,,,,,
동해,2018,경상북도,영덕군 대진1리,36.56805556,129.4180556,,,,,,,,,,,
동해,2018,경상북도,영덕군 대진1리,36.57083333,129.4180556,,,,,,,,,,,
동해,2018,경상북도,영덕군 대진1리,36.56805556,129.4402778,,,,,,,,,,,
동해,2018,경상북도,영덕군 대진1리,36.57083333,129.4402778,,,,,,,,,,,
동해,2018,경상북도,울진군 거일2리,36.7,129.4680556,,,,,,,,,,,
동해,2018,경상북도,울진군 거일2리,36.72083333,129.4680556,,,,,,,,,,,
동해,2018,경상북도,울진군 거일2리,36.72083333,129.4902778,,,,,,,,,,,
동해,2018,경상북도,울진군 거일2리,36.7,129.4902778,,,,,,,,,,,
동해,2018,울산광역시,"울주군 서생면 대송리
(평동)",35.37083333,129.35,,,,,,,,,,,
동해,2018,울산광역시,"울주군 서생면 대송리
(평동)",35.35,129.35,,,,,,,,,,,
동해,2018,울산광역시,"울주군 서생면 대송리
(평동)",35.37083333,129.3708333,,,,,,,,,,,
동해,2018,울산광역시,"울주군 서생면 대송리
(평동)",35.35,129.3708333,,,,,,,,,,,
서해,2018,전라북도,군산시 옥도면 신시도,36.05972222,126.5941667,,,,,,,,,,,
서해,2018,전라북도,군산시 옥도면 신시도,36.05916667,126.5622222,,,,,,,,,,,
서해,2018,전라북도,군산시 옥도면 신시도,36.03361111,126.5622222,,,,,,,,,,,
서해,2018,전라북도,군산시 옥도면 신시도,36.03361111,126.5941667,,,,,,,,,,,
남해,2018,전라남도,여수시 동도리,34.05,127.3208333,,,,,,,,,,,
남해,2018,전라남도,여수시 동도리,34.04027778,127.3208333,,,,,,,,,,,
남해,2018,전라남도,여수시 동도리,34.05,127.3180556,,,,,,,,,,,
남해,2018,전라남도,여수시 동도리,34.04027778,127.3180556,,,,,,,,,,,
남해,2018,경상남도,통영시 능양,34.80111111,128.2402778,,,,,,,,,,,
남해,2018,경상남도,통영시 능양,34.81444444,128.2402778,,,,,,,,,,,
남해,2018,경상남도,통영시 능양,34.81444444,128.25,,,,,,,,,,,
남해,2018,경상남도,통영시 능양,34.80111111,128.25,,,,,,,,,,,
남해,2018,경상남도,통영시 사이도,34.85888889,128.4586111,,,,,,,,,,,
남해,2018,경상남도,통영시 사이도,34.80583333,128.2708333,,,,,,,,,,,
남해,2018,경상남도,통영시 사이도,34.66805556,128.405,,,,,,,,,,,
